coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
ejoy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,412374,-0.6,-1.05,-2.09,-2.09,-0.443,nan,-0.025,nan
penta,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15277400,0.16,1.29,2.58,2.58,-0.149,nan,-0.0,nan
zip,N/A,N/A,N/A,N/A,12,other,N/A,19220000.0,19220000.0,1.0,0.19,90,0,N/A,N/A,N/A,-0.989,10072300,1.5,2.6,5.2,5.2,-2.016,nan,0.055,nan
tripio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23690700,-0.03,-0.22,-0.44,-0.44,0.41,nan,-0.001,nan
quarkchain,N/A,N/A,N/A,N/A,12,other,16,20000000.0,20000000.0,1.0,0.0197,78141,0,19982,0.44,N/A,14.071,19042300,-1.16,-2.0,-4.0,-4.0,4.0,nan,-0.05,nan
trustnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,21248,0,N/A,N/A,N/A,0.0,28347900,-0.06,-0.51,-1.02,-1.02,0.239,nan,-0.01,nan
pundi-x,21 Jan 2018,21 Jan 2018,0.0,138.0,12,saas,4,35000000.0,35000000.0,1.0,2.1,23252,0,5667,0.86,N/A,-1.0,970635,-0.19,0.29,4.53,4.53,-0.671,nan,0.035,nan
libra-credit,01 May 2018,01 Jun 2018,31.0,7.0,7,fintech,10,26400000.0,26400000.0,1.0,0.1,96679,0,N/A,0.56,N/A,1.986,4569100,-0.92,-1.59,-3.17,-3.17,-0.651,nan,-0.023,nan
content-and-a...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apis,4 Mar 2018,3 Apr 2018,30.0,66.0,7,blockchain,21,N/A,N/A,N/A,N/A,N/A,0,N/A,0.2,N/A,0.0,4766240,1.4,2.42,4.84,4.84,-6.233,nan,0.086,nan
skrumble-network,05 May 2018,07 May 2018,2.0,32.0,12,fintech,31,16472800.0,16472800.0,1.0,0.0515,54490,0,2028,0.3,N/A,0.873,32789700,-0.17,-1.35,-2.69,-2.69,-0.867,nan,-0.017,nan
educoin,18 Mar 2018,25 Mar 2018,7.0,75.0,7,social services,4,N/A,N/A,N/A,N/A,372,0,7,N/A,N/A,0.0,4,0.22,0.16,2.51,2.51,49.38,nan,0.759,nan
kcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,51549,0,N/A,N/A,N/A,0.0,6821280,-0.12,-0.14,-2.3,-2.3,-0.055,nan,-0.002,nan
noah-coin,N/A,N/A,N/A,N/A,8,real estate,8,N/A,N/A,N/A,N/A,N/A,0,5939,N/A,N/A,0.0,2394110,-0.5,-0.24,-3.76,-3.76,-0.182,nan,-0.014,nan
oceanchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084330,0.02,-0.23,-3.61,-3.61,-0.405,nan,-0.003,nan
dignity,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,416028,0.44,3.49,6.98,6.98,0.701,nan,0.026,nan
pchain,N/A,N/A,N/A,N/A,12,blockchain,N/A,26674000.0,26674000.0,1.0,0.0533,19606,0,N/A,N/A,N/A,2.293,3758130,1.35,2.34,4.68,4.68,-3.857,nan,0.028,nan
starchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1401020,-0.08,-0.29,-4.68,-4.68,-0.369,nan,0.003,nan
acute-angle-c...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
super-game-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1740490,-0.13,-1.0,-2.0,-2.0,1.071,nan,-0.003,nan
coinmeet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13261300,-0.28,-0.2,-3.19,-3.19,0.943,nan,-0.004,nan
ofcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11876100,0.09,-0.14,-2.25,-2.25,-0.043,nan,-0.003,nan
level-up-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
open-platform,N/A,N/A,N/A,N/A,1,saas,16,18000000.0,18000000.0,1.0,0.08,61352,0,N/A,N/A,N/A,1.362,2635210,-0.3,-0.52,-1.03,-1.03,-2.054,nan,-0.018,nan
realchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1318650,0.04,-0.11,-1.71,-1.71,-0.029,nan,-0.002,nan
lightning-bit...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
the-abyss,18 Apr 2018,16 May 2018,28.0,23.0,5,saas,12,15362418.0,18073433.0,0.85,0.11,40746,0,17273,0.74,N/A,-0.339,1355170,inf,inf,inf,inf,nan,nan,nan,nan
united-bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,311203,-0.07,-0.07,-1.05,-1.05,-0.158,nan,-0.012,nan
molecular-future,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1007580,0.07,0.01,0.22,0.22,-0.02,nan,0.004,nan
chatcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6851700,0.02,-0.13,-1.99,-1.99,-0.439,nan,-0.007,nan
fairgame,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1747850,-0.23,-0.19,-3.02,-3.02,-0.225,nan,-0.004,nan
bezant,,11 May 2018,8.0,28.0,7,blockchain,32,27500000.0,39855072.0,0.69,0.1,5317,0,1920,N/A,N/A,1.1,1779890,-0.11,-0.88,-1.75,-1.75,-0.332,nan,-0.013,nan
maggie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,566343,-0.08,-0.2,-3.24,-3.24,-0.018,nan,-0.0,nan
phantasma,27 May 2018,28 May 2018,1.0,11.0,12,other,13,9650000.0,9747475.0,0.99,0.23,20824,0,5534,N/A,N/A,1.476,799685,0.25,0.43,0.87,0.87,-1.671,nan,0.01,nan
tezos-(pre-la...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
influence-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4042200,-0.48,-3.79,-7.58,-7.58,-0.0,nan,-0.027,nan
crowd-machine,01 Apr 2018,22 May 2019,416.0,-348.0,7,saas,13,31816000.0,100000000.0,0.31816,N/A,6059,0,5214,0.62,N/A,0.0,220487,-0.28,-2.2,-4.39,-4.39,0.45,nan,-0.016,nan
topchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5565320,-0.0,-0.09,-1.5,-1.5,-0.254,nan,-0.001,nan
red,N/A,N/A,N/A,N/A,3,other,3,14508923.0,14508923.0,1.0,0.0358,6369,0,N/A,N/A,N/A,4.771,6209820,-1.18,-2.05,-4.09,-4.09,-0.476,nan,-0.022,nan
futurocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,117,0,N/A,N/A,N/A,0.0,1048350,-inf,-inf,-inf,-inf,nan,nan,nan,nan
bankera,27 Nov 2017,27 Feb 2018,92.0,101.0,5,fintech,7,150949194.0,215641706.0,0.7,0.02,20634,0,25468,0.48,N/A,-0.481,2604320,-8.06,-13.97,-27.94,-27.94,-2.211,nan,-0.087,nan
hurify,1 Feb 2018,28 Feb 2018,27.0,100.0,1,saas,6,21731500.0,N/A,N/A,N/A,67323,0,4,0.34,N/A,0.0,1393930,inf,inf,inf,inf,nan,nan,nan,nan
freyrchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,609893,-0.12,-0.94,-1.89,-1.89,-0.247,nan,-0.005,nan
mytoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13270700,-0.3,-2.41,-4.83,-4.83,0.203,nan,-0.009,nan
loopring-[neo],N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
filecoin-[fut...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
super-bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11329400,0.02,-0.12,-1.9,-1.9,-0.451,nan,-0.005,nan
insurchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084670,-0.24,-1.87,-3.73,-3.73,-0.698,nan,-0.015,nan
aware,04 Jan 2018,30 Jan 2018,26.0,129.0,12,fintech,N/A,N/A,N/A,N/A,0.063,594,0,N/A,0.32,N/A,0.495,1391910,-0.31,-0.19,-2.96,-2.96,-0.013,nan,-0.003,nan
fargocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,476,0.31,0.05,0.73,0.73,-0.016,nan,0.001,nan
bitcoinx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6712600,0.05,-0.1,-1.61,-1.61,0.198,nan,0.005,nan
valuechain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,798949,-0.12,-0.16,-2.47,-2.47,0.326,nan,0.002,nan
cfun,18 Dec 2017,19 Dec 2017,1.0,171.0,7,saas,9,15000000.0,15000000.0,1.0,0.03,4563,0,5561,N/A,N/A,2.506,14156000,-0.17,-0.18,-2.79,-2.79,0.077,nan,-0.005,nan
global-social...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nexty,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,55905,0.27,2.16,4.33,4.33,-0.49,nan,0.076,nan
aidos-kuneen,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12520,0.26,0.17,2.7,2.7,0.54,nan,0.033,nan
endor-protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1353390,-2.77,-4.81,-9.61,-9.61,-1.914,nan,-0.053,nan
intelligent-i...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dragon-coins,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1523470,-0.29,-0.21,-3.38,-3.38,0.007,nan,-0.019,nan
read,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1092850,-0.13,-0.1,-1.64,-1.64,-0.001,nan,-0.006,nan
pressone,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,169164,0.02,-0.14,-2.24,-2.24,-0.245,nan,-0.001,nan
medx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,511877,-0.51,-0.88,-1.76,-1.76,4.5,nan,-0.05,nan
halalchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,80,0,N/A,N/A,N/A,0.0,8200110,-0.11,-0.2,-3.21,-3.21,-0.092,nan,-0.004,nan
paymon,30 Mar 2018,20 Apr 2018,21.0,49.0,2,saas,20,1092514.0,3034761.0,0.36,N/A,8866,0,9281,0.32,N/A,0.0,172644,inf,inf,inf,inf,nan,nan,nan,nan
gems,30 Jan 2018,01 Feb 2018,2.0,127.0,12,fintech,2,N/A,N/A,N/A,0.075,32534,0,19517,0.52,N/A,-0.689,4746,-0.07,0.01,0.16,0.16,0.755,nan,0.152,nan
silent-notary,15 Mar 2018,12 Apr 2018,28.0,57.0,2,blockchain,4,N/A,N/A,N/A,0.0,30703,0,6890,0.32,N/A,0.0,339139,1.6,2.77,5.53,5.53,-1.782,nan,0.086,nan
shivom,03 May 2018,10 May 2018,7.0,29.0,12,other,N/A,35000000.0,35000000.0,1.0,N/A,53141,0,N/A,0.58,N/A,0.0,318348,inf,inf,inf,inf,nan,nan,nan,nan
bigone-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,307535,0.2,-0.04,-0.58,-0.58,0.02,nan,-0.0,nan
monero-classic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,191441,0.18,1.42,2.84,2.84,-0.545,nan,0.007,nan
traxia,1 May 2018,2 Jun 2018,32.0,6.0,6,fintech,11,15000000.0,15151515.0,0.99,0.06,4347,0,2386,0.58,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
exchange-union,05 Aug 2017,29 Aug 2017,24.0,283.0,12,other,4,N/A,N/A,N/A,1.0,N/A,0,N/A,0.66,N/A,1.29,304953,0.19,0.19,3.0,3.0,-0.115,nan,0.01,nan
seele,03 Apr 2018,03 Apr 2018,0.0,66.0,12,blockchain,N/A,12133800.0,12133800.0,1.0,0.0324,28828,0,N/A,0.72,N/A,8.3,1750560,-0.93,-1.61,-3.21,-3.21,-1.214,nan,-0.011,nan
0xbitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unlimitedip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8182910,-0.03,-0.14,-2.28,-2.28,-0.051,nan,-0.001,nan
lightchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17679100,0.05,-0.14,-2.22,-2.22,-0.077,nan,-0.004,nan
patron,27 Mar 2018,9 May 2018,43.0,30.0,8,saas,26,40000000.0,40000000.0,1.0,0.5,14432,0,21696,0.64,N/A,-0.864,933787,0.25,0.44,0.88,0.88,-2.803,nan,0.005,nan
akuya-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35964,0.15,0.08,1.22,1.22,1.178,nan,0.023,nan
starcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.36,N/A,0.0,11257,0.0,-0.02,-0.34,-0.34,0.003,nan,0.008,nan
pixie-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,266055,0.07,0.52,1.04,1.04,-0.46,nan,-0.006,nan
tradove-b2bcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
key,23 Sep 2017,23 Oct 2017,30.0,228.0,12,fintech,N/A,21780000.0,N/A,N/A,0.01,N/A,0,N/A,0.34,N/A,0.063,496995,-0.18,-1.41,-2.81,-2.81,0.201,nan,-0.007,nan
ether-zero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,442509,1.32,2.28,4.56,4.56,-4.211,nan,0.013,nan
stockchain,16 Mar 2018,19 Mar 2018,3.0,81.0,7,other,18,2693450.0,N/A,N/A,N/A,87034,0,55912,N/A,N/A,0.0,271642,0.31,-0.03,-0.52,-0.52,-0.165,nan,-0.003,nan
investdigital,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,15075,0,N/A,N/A,N/A,0.0,614123,-0.12,-0.09,-1.47,-1.47,-0.267,nan,-0.003,nan
swisscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,169334,0.61,0.13,2.09,2.09,-2.455,nan,0.245,nan
show,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23195900,-0.21,-0.25,-3.99,-3.99,-0.163,nan,-0.006,nan
cybereits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,287463,-0.2,-1.61,-3.22,-3.22,0.305,nan,-0.007,nan
bitcoin-interest,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,429610,-0.64,-5.1,-10.21,-10.21,-0.617,nan,-0.033,nan
spindle,9 May 2018,15 May 2018,6.0,24.0,4,blockchain,12,N/A,N/A,N/A,0.23,30067,0,24303,0.4,N/A,-0.905,2379600,-0.3,-0.52,-1.05,-1.05,-2.151,nan,-0.0,nan
ipchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,606935,0.02,-0.01,-0.08,-0.08,-0.236,nan,0.004,nan
nectar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,70353,2.32,4.02,8.04,8.04,-0.408,nan,0.037,nan
rublix,N/A,N/A,N/A,N/A,1,fintech,12,N/A,N/A,N/A,N/A,6330,0,55,N/A,N/A,0.0,522925,0.29,2.31,4.62,4.62,-0.168,nan,0.024,nan
rhenium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,179068,0.06,0.1,0.19,0.19,-3.542,nan,-0.017,nan
infinity-econ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
comsa-[eth],N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
electronic-pk...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
qube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,628377,-0.1,-0.09,-1.42,-1.42,-0.381,nan,-0.005,nan
cryptaur,27 Nov 2017,12 Mar 2018,105.0,88.0,7,saas,12,12000000.0,N/A,N/A,0.01,1846,0,1739,0.36,N/A,-0.606,165405,9.66,16.74,33.48,33.48,-1.0,nan,0.04,nan
embercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,12651,0.23,0.16,2.62,2.62,-0.392,nan,0.133,nan
weth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,246099,-0.16,-0.1,-1.66,-1.66,-0.041,nan,-0.002,nan
xyo-network,20 Mar 2018,21 May 2018,62.0,18.0,1,other,25,11951000.0,47804000.0,0.25,0.01,16354,0,7370,0.66,N/A,-0.398,245464,-0.6,-1.04,-2.09,-2.09,-1.145,nan,-0.028,nan
iquant,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15360,0.14,0.08,1.33,1.33,-0.187,nan,0.021,nan
candy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,4606,0,N/A,N/A,N/A,0.0,705795,-0.32,-0.18,-2.82,-2.82,-0.038,nan,-0.004,nan
comsa-[xem],N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
indicoin,30 Sep 2017,1 Nov 2017,32.0,219.0,12,blockchain,9,23000.0,N/A,N/A,0.02,N/A,0,22540,0.26,N/A,0.711,60496,0.16,0.05,0.73,0.73,-0.932,nan,0.027,nan
ivy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,134657,2.04,3.53,7.06,7.06,-1.386,nan,0.065,nan
arbitracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,427347,-0.18,-1.41,-2.82,-2.82,0.975,nan,-0.028,nan
sphre-air,1 Jun 2017,30 Jun 2017,29.0,343.0,4,saas,4,5272732.0,N/A,N/A,0.19,N/A,0,N/A,N/A,N/A,-0.222,10531,0.17,0.13,2.1,2.1,-0.119,nan,0.004,nan
animation-vis...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
powercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11547,-0.31,-0.02,-0.29,-0.29,0.214,nan,0.011,nan
vipstar-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,531179,-0.08,-0.64,-1.27,-1.27,0.717,nan,-0.009,nan
amon,4 Mar 2018,4 Apr 2018,31.0,65.0,5,other,8,1332600.0,26652000.0,0.05,0.05,6966,0,2483,N/A,N/A,0.264,152217,-0.43,-3.39,-6.78,-6.78,-1.555,nan,-0.049,nan
shopin,30 Mar 2018,15 Apr 2018,16.0,54.0,1,other,11,42546499.0,50054705.0,0.85,0.1,N/A,0,1657,0.22,N/A,-0.68,70971,-0.67,-1.16,-2.31,-2.31,5.357,nan,-0.015,nan
gamechain-system,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1621,0.16,0.09,1.46,1.46,-1.957,nan,0.057,nan
monero-original,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,519130,0.19,1.53,3.06,3.06,-0.763,nan,0.01,nan
msd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1317090,-0.54,-0.17,-2.74,-2.74,-0.525,nan,-0.001,nan
snipcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,75281,0.21,1.66,3.31,3.31,-0.625,nan,0.003,nan
segwit2x,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3263060,0.1,0.12,1.83,1.83,0.011,nan,-0.002,nan
etherecash,15 Nov 2017,12 Dec 2017,27.0,178.0,12,fintech,8,40000000.0,100000000.0,0.4,1.0,N/A,0,1186,N/A,N/A,-0.216,248868,-0.15,-0.12,-1.95,-1.95,-0.545,nan,-0.0,nan
blockcdn,25 Nov 2016,25 Dec 2016,30.0,530.0,12,other,1,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,31955,0.47,0.11,1.7,1.7,0.088,nan,0.006,nan
budbo,29 Jan 2018,5 Mar 2018,35.0,95.0,7,blockchain,33,30000000.0,52631579.0,0.57,0.35,3304,0,5289,0.34,N/A,-0.666,67317,0.1,0.81,1.63,1.63,0.244,nan,0.025,nan
repo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,107859,1.48,2.57,5.13,5.13,-1.482,nan,0.023,nan
w3coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,285229,-0.0,0.04,0.66,0.66,3.454,nan,0.078,nan
hero,14 Sep 2017,14 Oct 2017,30.0,237.0,5,entertainment,13,36416517.0,173411986.0,0.21,0.04,1960,0,4525,0.52,N/A,7.513,88370,-0.18,-0.32,-0.64,-0.64,-1.351,nan,-0.016,nan
dascoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,6,0,N/A,N/A,N/A,0.0,266957,-2.38,-4.12,-8.23,-8.23,-0.528,nan,-0.04,nan
consensus,N/A,N/A,N/A,N/A,12,other,9,N/A,N/A,N/A,0.05,17848,0,718,0.66,N/A,-0.797,42296,0.56,0.18,2.83,2.83,-0.429,nan,0.018,nan
cazcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,79995,0.32,0.56,1.12,1.12,-0.479,nan,0.004,nan
content-neutr...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ac3,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,45090,-0.48,-3.77,-7.54,-7.54,0.476,nan,-0.01,nan
